Sentence#,Word,Pos,Tag
1779,black,JJ,B-DISEASE
1779,fungus,NN,I-DISEASE
1779,infection,NN,I-DISEASE
1779,.,PUNCT,O
1780,She,NN,O
1780,said,VBG,O
1780,it,PRP,O
1780,was,VBD,O
1780,a,DT,O
1780,common,JJ,O
1780,fungus,NN,B-PATHOGEN
1780,.,PUNCT,O
1781,Black,JJ,B-DISEASE
1781,fungus,NN,I-DISEASE
1781,can,MD,O
1781,not,RB,O
1781,do,VB,O
1781,anything,NN,O
1781,to,TO,O
1781,an,DT,O
1781,immunocompetent,NN,O
1781,person,NN,O
1781,.,PUNCT,O
1782,Zika,PROPN,B-DISEASE
1782,virus,NOUN,I-DISEASE
1782,infection,NOUN,I-DISEASE
1782,do,AUX,O
1782,not,PART,O
1782,develop,VERB,O
1782,symptoms,NOUN,O
1782,.,PUNCT,O
1783,People,NNS,O
1783,who,WP,O
1783,have,VB,O
1783,long,RB,O
1783,had,VBD,O
1783,steroids,NNS,O
1783,should,MD,O
1783,be,VB,O
1783,wary,JJ,O
1783,of,IN,O
1783,COVID,NN,B-DISEASE
1783,infections,NNS,I-DISEASE
1783,",",PUNCT,O
1783,she,PRP,O
1783,said,VBD,O
1783,.,PUNCT,O
1784,According,VBG,O
1784,to,TO,O
1784,her,PRP$,O
1784,",",PUNCT,O
1784,black,JJ,B-DISEASE
1784,fungus,NN,I-DISEASE
1784,infection,NN,I-DISEASE
1784,has,VBZ,O
1784,been,VBN,O
1784,classified,VBN,O
1784,as,IN,O
1784,serious,JJ,O
1784,due,JJ,O
1784,to,TO,O
1784,its,PRP$,O
1784,high,JJ,O
1784,mortality,NN,O
1784,rate,NN,O
1784,of,IN,O
1784,30,NUM,B-PERCENT
1784,%,NN,I-PERCENT
1784,to,TO,O
1784,60,NUM,B-PERCENT
1784,%,NN,I-PERCENT
1784,.,PUNCT,O
1785,Perambra,NN,B-GPE
1785,",",PUNCT,O
1785,a,DT,O
1785,village,NN,O
1785,in,IN,O
1785,Kozhikode,NNP,B-GPE
1785,district,NN,O
1785,of,IN,O
1785,Kerala,NNP,B-STATE
1785,has,VBZ,O
1785,been,VBN,O
1785,in,IN,O
1785,the,DT,O
1785,news,NN,O
1785,after,IN,O
1785,illness,NN,O
1785,and,CC,O
1785,death,NN,B-EVENT
1785,were,VBD,O
1785,reported,VBD,O
1785,due,JJ,O
1785,to,TO,O
1785,Nipah,NN,B-DISEASE
1785,virus,NN,I-DISEASE
1785,infection,NN,I-DISEASE
1785,.,PUNCT,O
1786,Even,RB,O
1786,while,IN,O
1786,the,DT,O
1786,spread,NN,O
1786,of,IN,O
1786,the,DT,O
1786,infection,NN,O
1786,has,VBZ,O
1786,been,VBN,O
1786,contained,VBN,O
1786,",",PUNCT,O
1786,it,PRP,O
1786,is,VBZ,O
1786,still,RB,O
1786,a,DT,O
1786,mystery,NN,O
1786,from,IN,O
1786,where,WRB,O
1786,the,DT,O
1786,Nipah,NN,B-DISEASE
1786,virus,NN,I-DISEASE
1786,that,IN,O
1786,caused,VBN,O
1786,the,DT,O
1786,first,RB,O
1786,human,NN,O
1786,infection,NN,B-EVENT
1786,had,VBD,O
1786,come,VB,O
1786,.,PUNCT,O
1787,The,DT,O
1787,Nipah,NN,B-DISEASE
1787,virus,NN,I-DISEASE
1787,(,(,O
1787,NiV,NN,B-DISEASE
1787,),),O
1787,infection,NN,O
1787,has,VBZ,O
1787,claimed,NN,B-EVENT
1787,14,NUM,B-CARDINAL
1787,lives,NNS,I-EVENT
1787,",",PUNCT,O
1787,from,IN,O
1787,Kozhikode,NNP,B-GPE
1787,and,CC,O
1787,Malappuram,NN,B-GPE
1787,districts,NNS,O
1787,of,IN,O
1787,Kerala,NNP,B-STATE
1787,in,IN,O
1787,the,DT,O
1787,month,NN,O
1787,of,IN,O
1787,May,NN,O
1787,.,PUNCT,O
1788,Siblings,NNS,O
1788,Mohammed,VBN,B-PERSON
1788,Sadik,NN,I-PERSON
1788,(,(,O
1788,26,NUM,B-CARDINAL
1788,),),O
1788,and,CC,O
1788,Mohammed,VBN,B-PERSON
1788,Salih,NN,I-PERSON
1788,(,(,O
1788,28,NUM,B-CARDINAL
1788,),),O
1788,",",PUNCT,O
1788,died,VBD,B-EVENT
1788,on,IN,O
1788,May,NNP,B-DATE
1788,5,NUM,I-DATE
1788,and,CC,O
1788,May,NNP,B-DATE
1788,18,NUM,I-DATE
1788,respectively,RB,O
1788,in,IN,O
1788,Perambra,NN,B-GPE
1788,of,IN,O
1788,Kozhikode,NNP,B-GPE
1788,district,NN,O
1788,.,PUNCT,O
1789,Following,VBG,O
1789,them,PRP,O
1789,their,PRP$,O
1789,aunt,NN,O
1789,Mariam,NN,B-PERSON
1789,(,(,O
1789,50,NUM,B-CARDINAL
1789,),),O
1789,passed,VBN,O
1789,away,RB,O
1789,on,IN,O
1789,May,NNP,B-DATE
1789,19,NUM,I-DATE
1789,.,PUNCT,O
1790,Lini,NNP,B-PERSON
1790,who,WP,O
1790,worked,VBN,O
1790,at,IN,O
1790,the,DT,O
1790,Taluk,NN,O
1790,Hospital,NN,O
1790,in,IN,O
1790,Perambra,NN,B-GPE
1790,",",PUNCT,O
1790,and,CC,O
1790,had,VBD,O
1790,nursed,VBN,O
1790,Salih,NN,B-PERSON
1790,at,IN,O
1790,the,DT,O
1790,hospital,NN,O
1790,died,VBD,B-EVENT
1790,on,IN,O
1790,May,NNP,B-DATE
1790,21,NUM,I-DATE
1790,due,JJ,O
1790,to,TO,O
1790,the,DT,O
1790,fever,NN,B-DISEASE
1790,.,PUNCT,O
1791,That,DT,O
1791,was,VBD,O
1791,the,DT,O
1791,beginning,VBG,O
1791,of,IN,O
1791,a,DT,O
1791,panic,NN,O
1791,Nipah,NN,B-DISEASE
1791,outbreak,NN,B-EVENT
1791,in,IN,O
1791,Kerala,NNP,B-STATE
1791,.,PUNCT,O
1792,It,PRP,O
1792,was,VBD,O
1792,identified,VBN,O
1792,that,IN,O
1792,there,RB,O
1792,had,VBD,O
1792,been,VBN,O
1792,bats,NNS,O
1792,in,IN,O
1792,the,DT,O
1792,dug,NN,O
1792,well,RB,O
1792,",",PUNCT,O
1792,which,WDT,O
1792,was,VBD,O
1792,the,DT,O
1792,main,JJ,O
1792,source,NN,O
1792,of,IN,O
1792,drinking,NN,O
1792,water,NN,O
1792,for,IN,O
1792,the,DT,O
1792,Sadik,NN,B-PERSON
1792,-,PUNCT,O
1792,Salih,NN,B-PERSON
1792,family,NN,O
1792,in,IN,O
1792,Perambra,NN,B-GPE
1792,.,PUNCT,O
1793,This,DT,O
1793,created,VBN,O
1793,a,DT,O
1793,huge,JJ,O
1793,Nipah,NN,B-DISEASE
1793,fear,NN,O
1793,among,IN,O
1793,the,DT,O
1793,public,NN,O
1793,that,IN,O
1793,people,NNS,O
1793,even,RB,O
1793,called,VBN,O
1793,for,IN,O
1793,mass,NN,O
1793,culling,VBG,O
1793,of,IN,O
1793,bats,NNS,O
1793,.,PUNCT,O
1794,However,RB,O
1794,",",PUNCT,O
1794,Nipah,NN,B-DISEASE
1794,disease,NN,I-DISEASE
1794,itself,PRP,O
1794,was,VBD,O
1794,contained,VBN,O
1794,quickly,RB,O
1794,before,IN,O
1794,it,PRP,O
1794,could,MD,O
1794,become,NN,O
1794,an,DT,O
1794,outbreak,NN,B-EVENT
1794,.,PUNCT,O
1795,On,IN,O
1795,May,NNP,B-DATE
1795,24,NUM,I-DATE
1795,",",PUNCT,O
1795,the,DT,O
1795,Health,NNP,O
1795,Ministry,NNP,O
1795,",",PUNCT,O
1795,Government,NN,O
1795,of,IN,O
1795,India,NNP,B-NATION
1795,issued,VBN,O
1795,a,DT,O
1795,media,NNS,O
1795,release,NN,O
1795,stating,VBG,O
1795,that,IN,O
1795,a,DT,O
1795,multi,NN,O
1795,-,PUNCT,O
1795,disciplinary,JJ,O
1795,team,NN,O
1795,that,IN,O
1795,was,VBD,O
1795,reviewing,VBG,O
1795,the,DT,O
1795,situation,NN,O
1795,from,IN,O
1795,Kerala,NNP,B-STATE
1795,had,VBD,O
1795,concluded,VBD,O
1795,that,IN,O
1795,the,DT,O
1795,Nipah,NN,B-DISEASE
1795,virus,NN,I-DISEASE
1795,disease,NN,I-DISEASE
1795,is,VBZ,O
1795,not,RB,O
1795,a,DT,O
1795,major,JJ,O
1795,outbreak,NN,B-EVENT
1795,and,CC,O
1795,only,RB,O
1795,a,DT,O
1795,local,JJ,O
1795,occurrence,NN,O
1795,.,PUNCT,O
1796,On,IN,O
1796,May,NNP,B-DATE
1796,25,NUM,I-DATE
1796,",",PUNCT,O
1796,there,RB,O
1796,was,VBD,O
1796,news,NN,O
1796,that,IN,O
1796,added,VBD,O
1796,further,RB,O
1796,confidence,NN,O
1796,on,IN,O
1796,the,DT,O
1796,situation,NN,O
1796,.,PUNCT,O
1797,Body,NN,O
1797,fluid,NN,O
1797,samples,NNS,O
1797,collected,VBN,O
1797,from,IN,O
1797,the,DT,O
1797,bats,NNS,O
1797,that,IN,O
1797,were,VBD,O
1797,found,NN,O
1797,hanging,VBG,O
1797,in,IN,O
1797,the,DT,O
1797,well,RB,O
1797,in,IN,O
1797,the,DT,O
1797,Sadik,NN,O
1797,-,PUNCT,O
1797,Salih,NN,O
1797,household,NN,O
1797,turned,VBD,O
1797,negative,JJ,O
1797,for,IN,O
1797,Nipah,NN,B-DISEASE
1797,virus,NN,I-DISEASE
1797,.,PUNCT,O
1798,The,DT,O
1798,National,NNP,O
1798,Institute,NNP,O
1798,of,IN,O
1798,High,JJ,O
1798,Security,NN,O
1798,Animal,NN,O
1798,Diseases,NNS,O
1798,at,IN,O
1798,Bhopal,NNP,B-GPE
1798,confirmed,VBN,B-EVENT
1798,this,DT,O
1798,after,IN,O
1798,testing,VBG,O
1798,the,DT,O
1798,samples,NNS,O
1798,.,PUNCT,O
1799,Further,RB,O
1799,",",PUNCT,O
1799,samples,NNS,O
1799,sent,NN,O
1799,from,IN,O
1799,cattle,NNS,O
1799,and,CC,O
1799,pigs,NNS,O
1799,in,IN,O
1799,the,DT,O
1799,vicinity,NN,O
1799,that,IN,O
1799,were,VBD,O
1799,also,RB,O
1799,sent,NN,O
1799,tested,VBN,B-EVENT
1799,negative,JJ,I-EVENT
1799,for,IN,O
1799,Nipah,NN,B-DISEASE
1799,virus,NN,I-DISEASE
1799,.,PUNCT,O
1800,Testing,VBG,O
1800,of,IN,O
1800,cattle,NNS,O
1800,and,CC,O
1800,pigs,NNS,O
1800,",",PUNCT,O
1800,along,IN,O
1800,with,IN,O
1800,the,DT,O
1800,bats,NNS,O
1800,was,VBD,O
1800,important,JJ,O
1800,since,IN,O
1800,the,DT,O
1800,Nipah,NN,B-DISEASE
1800,virus,NN,I-DISEASE
1800,is,VBZ,O
1800,known,VBN,O
1800,to,TO,O
1800,transmit,NN,O
1800,from,IN,O
1800,bats,NNS,O
1800,to,TO,O
1800,pigs,NNS,O
1800,to,TO,O
1800,humans,NNS,O
1800,.,PUNCT,O
1801,Once,RB,O
1801,Nipah,NN,B-DISEASE
1801,infected,VBN,B-EVENT
1801,",",PUNCT,O
1801,humans,NNS,O
1801,can,MD,O
1801,infect,NN,O
1801,others,NNS,O
1801,who,WP,O
1801,come,VB,O
1801,in,IN,O
1801,contact,NN,O
1801,with,IN,O
1801,them,PRP,O
1801,.,PUNCT,O
1802,Outbreaks,NNS,B-EVENT
1802,of,IN,O
1802,communicable,JJ,O
1802,diseases,NNS,O
1802,are,VBP,O
1802,not,RB,O
1802,uncommon,JJ,O
1802,in,IN,O
1802,Kerala,NNP,B-STATE
1802,.,PUNCT,O
1803,According,VBG,O
1803,to,TO,O
1803,data,NNS,O
1803,collected,VBN,O
1803,by,IN,O
1803,the,DT,O
1803,Directorate,NN,O
1803,of,IN,O
1803,Health,NNP,O
1803,Services,NNS,O
1803,",",PUNCT,O
1803,Government,NN,O
1803,of,IN,O
1803,Kerala,NNP,B-STATE
1803,",",PUNCT,O
1803,in,IN,O
1803,2017,NUM,B-DATE
1803,an,DT,O
1803,estimated,VBN,O
1803,3,NUM,B-CARDINAL
1803,million,NUM,I-CARDINAL
1803,different,JJ,O
1803,fever,NN,B-DISEASE
1803,cases,NNS,B-EVENT
1803,",",PUNCT,O
1803,including,VBG,O
1803,dengue,NN,B-DISEASE
1803,",",PUNCT,O
1803,chikungunya,NN,B-DISEASE
1803,and,CC,O
1803,leptospirosis,NN,B-DISEASE
1803,were,VBD,O
1803,reported,VBD,O
1803,from,IN,O
1803,Kerala,NNP,B-STATE
1803,",",PUNCT,O
1803,mostly,RB,O
1803,during,IN,O
1803,the,DT,O
1803,monsoon,NN,O
1803,months,NNS,O
1803,.,PUNCT,O
1804,From,IN,O
1804,these,DT,O
1804,",",PUNCT,O
1804,76,NUM,B-CARDINAL
1804,deaths,NNS,B-EVENT
1804,were,VBD,O
1804,reported,VBD,O
1804,.,PUNCT,O
1805,Since,IN,O
1805,these,DT,O
1805,huge,JJ,O
1805,numbers,NNS,O
1805,of,IN,O
1805,fever,NN,B-DISEASE
1805,cases,NNS,B-EVENT
1805,is,VBZ,O
1805,normal,JJ,O
1805,in,IN,O
1805,the,DT,O
1805,state,NN,O
1805,",",PUNCT,O
1805,Nipah,NN,B-DISEASE
1805,was,VBD,O
1805,not,RB,O
1805,noticed,VBN,O
1805,until,IN,O
1805,three,NUM,B-CARDINAL
1805,people,NNS,O
1805,from,IN,O
1805,one,NUM,O
1805,family,NN,O
1805,died,VBD,B-EVENT
1805,.,PUNCT,O
1806,High,JJ,O
1806,mammal,NN,O
1806,species,NNS,O
1806,richness,NN,O
1806,in,IN,O
1806,the,DT,O
1806,Western,JJ,O
1806,Ghats,NNS,O
1806,was,VBD,O
1806,associated,VBN,O
1806,with,IN,O
1806,increased,VBN,O
1806,Kyasanur,NNP,B-DISEASE
1806,forest,NN,I-DISEASE
1806,disease,NN,I-DISEASE
1806,(,(,O
1806,KFD,NNP,B-DISEASE
1806,),),O
1806,virus,NN,O
1806,risk,NN,O
1806,but,CC,O
1806,only,RB,O
1806,in,IN,O
1806,areas,NNS,O
1806,of,IN,O
1806,low,JJ,O
1806,forest,NN,O
1806,loss,NN,O
1806,.,PUNCT,O
1807,Infection,NOUN,B-EVENT
1807,with,ADP,O
1807,Zika,PROPN,B-DISEASE
1807,virus,NOUN,I-DISEASE
1807,is,AUX,O
1807,also,ADV,O
1807,associated,VERB,O
1807,with,ADP,O
1807,other,ADJ,O
1807,complications,NOUN,O
1807,of,ADP,O
1807,pregnancy,NOUN,O
1807,including,VERB,O
1807,preterm,NOUN,O
1807,birth,NOUN,O
1807,and,CCONJ,O
1807,miscarriage,NOUN,O
1807,.,PUNCT,O
1808,As,IN,O
1808,outbreaks,NNS,B-EVENT
1808,of,IN,O
1808,Kyasanur,NNP,B-DISEASE
1808,Forest,JJS,I-DISEASE
1808,Disease,NN,I-DISEASE
1808,(,(,O
1808,KFD,NNP,B-DISEASE
1808,),),O
1808,or,CC,O
1808,"""",NN,O
1808,monkey,NN,B-DISEASE
1808,fever,NN,B-DISEASE
1808,"""",NN,O
1808,rapidly,RB,O
1808,expand,NN,O
1808,across,IN,O
1808,the,DT,O
1808,Western,JJ,O
1808,Ghats,NNS,O
1808,",",PUNCT,O
1808,a,DT,O
1808,study,NN,O
1808,finds,NNS,O
1808,that,IN,O
1808,in,IN,O
1808,landscapes,NNS,O
1808,undergoing,VBG,O
1808,forest,NN,O
1808,loss,NN,O
1808,",",PUNCT,O
1808,a,DT,O
1808,lower,JJR,O
1808,number,NN,O
1808,of,IN,O
1808,mammalian,JJ,O
1808,species,NNS,O
1808,is,VBZ,O
1808,tied,VBN,O
1808,to,TO,O
1808,high,JJ,O
1808,disease,NN,O
1808,risk,NN,O
1808,.,PUNCT,O
1809,High,JJ,O
1809,mammal,NN,O
1809,species,NNS,O
1809,richness,NN,O
1809,in,IN,O
1809,the,DT,O
1809,Western,JJ,O
1809,Ghats,NNS,O
1809,was,VBD,O
1809,associated,VBN,O
1809,with,IN,O
1809,increased,VBN,O
1809,KFD,NNP,B-DISEASE
1809,virus,NN,I-DISEASE
1809,risk,NN,O
1809,but,CC,O
1809,only,RB,O
1809,in,IN,O
1809,areas,NNS,O
1809,of,IN,O
1809,low,JJ,O
1809,forest,NN,O
1809,loss,NN,O
1809,which,WDT,O
1809,points,NNS,O
1809,to,TO,O
1809,the,DT,O
1809,role,NN,O
1809,of,IN,O
1809,forest,NN,O
1809,loss,NN,O
1809,in,IN,O
1809,substantially,RB,O
1809,tweaking,VBG,O
1809,the,DT,O
1809,association,NN,O
1809,between,IN,O
1809,species,NNS,O
1809,richness,NN,O
1809,and,CC,O
1809,outbreaks,NNS,B-EVENT
1809,.,PUNCT,O
1810,An,DET,O
1810,increased,ADJ,O
1810,risk,NOUN,O
1810,of,ADP,O
1810,neurologic,ADJ,O
1810,complications,NOUN,O
1810,is,AUX,O
1810,associated,VERB,O
1810,with,ADP,O
1810,Zika,PROPN,B-DISEASE
1810,virus,NOUN,I-DISEASE
1810,infection,NOUN,I-DISEASE
1810,in,ADP,O
1810,adults,NOUN,O
1810,and,CCONJ,O
1810,children,NOUN,O
1810,.,PUNCT,O
1811,Spread,NN,O
1811,by,IN,O
1811,infected,VBN,O
1811,ticks,NNS,O
1811,",",PUNCT,O
1811,the,DT,O
1811,KFD,NNP,B-DISEASE
1811,affects,NNS,O
1811,people,NNS,O
1811,typically,RB,O
1811,living,NN,O
1811,and,CC,O
1811,working,VBG,O
1811,in,IN,O
1811,the,DT,O
1811,Western,JJ,O
1811,Ghats,NNS,O
1811,",",PUNCT,O
1811,presumably,RB,O
1811,due,JJ,O
1811,to,TO,O
1811,greater,JJR,O
1811,human,NN,O
1811,exposure,NN,O
1811,to,TO,O
1811,infected,VBN,O
1811,animals,NNS,O
1811,and,CC,O
1811,ticks,NNS,O
1811,during,IN,O
1811,January,NNP,O
1811,to,TO,O
1811,June,NNP,O
1811,",",PUNCT,O
1811,before,IN,O
1811,the,DT,O
1811,onset,NN,O
1811,of,IN,O
1811,the,DT,O
1811,monsoon,NN,O
1811,.,PUNCT,O
1812,Haemaphysalis,NN,O
1812,spinigera,NN,O
1812,ticks,NNS,O
1812,are,VBP,O
1812,identified,VBN,O
1812,as,IN,O
1812,the,DT,O
1812,main,JJ,O
1812,vector,NN,O
1812,.,PUNCT,O
1813,A,DT,O
1813,wide,JJ,O
1813,range,NN,O
1813,of,IN,O
1813,small,JJ,O
1813,rodents,NNS,O
1813,",",PUNCT,O
1813,monkeys,NNS,O
1813,and,CC,O
1813,birds,NNS,O
1813,are,VBP,O
1813,thought,NN,O
1813,to,TO,O
1813,play,NN,O
1813,a,DT,O
1813,role,NN,O
1813,in,IN,O
1813,Kyasanur,NNP,B-DISEASE
1813,Forest,JJS,I-DISEASE
1813,Disease,NN,I-DISEASE
1813,Virus,NN,I-DISEASE
1813,(,(,O
1813,KFDV,NNP,B-DISEASE
1813,),),O
1813,transmission,NN,O
1813,.,PUNCT,O
1814,The,DT,O
1814,disease,NN,O
1814,first,RB,O
1814,emerged,VBD,O
1814,in,IN,O
1814,Kyasanur,NNP,B-GPE
1814,in,IN,O
1814,Karnataka,NNP,B-GPE
1814,s,NN,O
1814,Shimoga,NN,B-GPE
1814,/,NN,O
1814,Shivamogga,NN,B-GPE
1814,district,NN,O
1814,in,IN,O
1814,1957,NUM,B-DATE
1814,after,IN,O
1814,the,DT,O
1814,forest,NN,O
1814,ecosystem,NN,O
1814,was,VBD,O
1814,increasingly,RB,O
1814,degraded,VBN,O
1814,by,IN,O
1814,human,NN,O
1814,activities,NNS,O
1814,.,PUNCT,O
1815,Since,IN,O
1815,2012,NUM,B-DATE
1815,the,DT,O
1815,disease,NN,O
1815,has,VBZ,O
1815,spread,NN,O
1815,to,TO,O
1815,new,JJ,O
1815,districts,NNS,O
1815,in,IN,O
1815,Karnataka,NNP,B-STATE
1815,and,CC,O
1815,neighbouring,VBG,O
1815,states,NNS,O
1815,of,IN,O
1815,Tamil,NN,B-STATE
1815,Nadu,NN,O
1815,",",PUNCT,O
1815,Goa,NN,B-STATE
1815,",",PUNCT,O
1815,Maharashtra,NNP,B-STATE
1815,",",PUNCT,O
1815,and,CC,O
1815,Kerala,NNP,B-STATE
1815,in,IN,O
1815,the,DT,O
1815,Western,JJ,O
1815,Ghats,NNS,O
1815,.,PUNCT,O
1816,Researchers,NNS,O
1816,at,IN,O
1816,ICMR,NN,O
1816,-,PUNCT,O
1816,National,NNP,O
1816,Institute,NNP,O
1816,of,IN,O
1816,Virology,NN,O
1816,(,(,O
1816,ICMR,NN,O
1816,-,PUNCT,O
1816,NIV,NN,O
1816,),),O
1816,chalk,NN,O
1816,up,RB,O
1816,the,DT,O
1816,KFDV,NNP,B-DISEASE
1816,spread,NN,O
1816,between,IN,O
1816,states,NNS,O
1816,to,TO,O
1816,movements,NNS,O
1816,of,IN,O
1816,tick,NN,O
1816,-,PUNCT,O
1816,infested,VBN,O
1816,monkeys,NNS,O
1816,in,IN,O
1816,these,DT,O
1816,forests,NNS,O
1816,along,IN,O
1816,with,IN,O
1816,changes,NNS,O
1816,in,IN,O
1816,agricultural,JJ,O
1816,and,CC,O
1816,occupational,JJ,O
1816,practices,NNS,O
1816,that,IN,O
1816,encourage,NN,O
1816,the,DT,O
1816,proximity,NN,O
1816,to,TO,O
1816,humans,NNS,O
1816,and/or,NN,O
1816,their,PRP$,O
1816,dwellings,NNS,O
1816,.,PUNCT,O
1817,Amid,IN,O
1817,the,DT,O
1817,risk,NN,O
1817,of,IN,O
1817,an,DT,O
1817,outbreak,NN,B-EVENT
1817,of,IN,O
1817,the,DT,O
1817,deadly,RB,O
1817,Nipah,NN,B-DISEASE
1817,virus,NN,I-DISEASE
1817,in,IN,O
1817,Nepal,NN,B-NATION
1817,",",PUNCT,O
1817,authorities,NNS,O
1817,have,VB,O
1817,activated,VBN,O
1817,an,DT,O
1817,early,RB,O
1817,warning,VBG,O
1817,and,CC,O
1817,reporting,NN,O
1817,system,NN,O
1817,to,TO,O
1817,investigate,NN,O
1817,the,DT,O
1817,suspected,VBN,O
1817,cases,NNS,B-EVENT
1817,and,CC,O
1817,take,VB,O
1817,measures,NNS,O
1817,to,TO,O
1817,contain,NN,O
1817,its,PRP$,O
1817,spread,NN,O
1817,.,PUNCT,O
1818,Doctors,NNS,O
1818,say,VB,O
1818,just,RB,O
1818,like,IN,O
1818,the,DT,O
1818,coronavirus,NN,B-DISEASE
1818,",",PUNCT,O
1818,Nipah,NN,B-DISEASE
1818,is,VBZ,O
1818,a,DT,O
1818,zoonotic,JJ,O
1818,virus,NN,O
1818,",",PUNCT,O
1818,which,WDT,O
1818,is,VBZ,O
1818,transmitted,VBN,O
1818,from,IN,O
1818,animals,NNS,O
1818,and,CC,O
1818,to,TO,O
1818,humans,NNS,O
1818,.,PUNCT,O
1819,But,CC,O
1819,Nipah,NN,B-DISEASE
1819,is,VBZ,O
1819,far,RB,O
1819,more,RBR,O
1819,deadly,RB,O
1819,than,IN,O
1819,the,DT,O
1819,coronavirus,NN,B-DISEASE
1819,that,IN,O
1819,has,VBZ,O
1819,wreaked,VBD,O
1819,havoc,NN,O
1819,throughout,IN,O
1819,the,DT,O
1819,globe,NN,O
1819,.,PUNCT,O
1820,Among,ADP,O
1820,preventive,ADJ,O
1820,measures,NOUN,O
1820,",",PUNCT,O
1820,the,DET,O
1820,use,NOUN,O
1820,of,ADP,O
1820,insecticide,ADJ,O
1820,treated,VERB,O
1820,nets,NOUN,O
1820,at,ADP,O
1820,home,NOUN,O
1820,and,CCONJ,O
1820,indoor,ADJ,O
1820,residual,ADJ,O
1820,spraying,NOUN,O
1820,of,ADP,O
1820,insecticides,NOUN,O
1820,are,AUX,O
1820,recommended,VERB,O
1820,for,ADP,O
1820,malaria,NOUN,B-DISEASE
1820,.,PUNCT,O
1821,But,CC,O
1821,cases,NNS,B-EVENT
1821,of,IN,O
1821,human,NN,O
1821,to,TO,O
1821,human,NN,O
1821,transmission,NN,O
1821,of,IN,O
1821,the,DT,O
1821,Nipah,NN,B-DISEASE
1821,virus,NN,I-DISEASE
1821,have,VB,O
1821,been,VBN,O
1821,also,RB,O
1821,reported,VBD,O
1821,in,IN,O
1821,many,JJ,O
1821,places,NNS,O
1821,including,VBG,O
1821,in,IN,O
1821,India,NNP,B-NATION
1821,among,IN,O
1821,the,DT,O
1821,families,NNS,O
1821,and,CC,O
1821,caregivers,NNS,O
1821,of,IN,O
1821,the,DT,O
1821,infected,VBN,B-EVENT
1821,people,NNS,O
1821,.,PUNCT,O
1822,Poudel,NN,O
1822,said,VBD,O
1822,Nepal,NN,B-NATION
1822,is,VBZ,O
1822,at,IN,O
1822,risk,NN,O
1822,of,IN,O
1822,an,DT,O
1822,outbreak,NN,B-EVENT
1822,of,IN,O
1822,the,DT,O
1822,Nipah,NN,B-DISEASE
1822,virus,NN,I-DISEASE
1822,",",PUNCT,O
1822,as,IN,O
1822,fruit,NN,O
1822,bats,NNS,O
1822,",",PUNCT,O
1822,which,WDT,O
1822,are,VBP,O
1822,the,DT,O
1822,primary,NN,O
1822,hosts,NNS,O
1822,of,IN,O
1822,the,DT,O
1822,virus,NN,O
1822,",",PUNCT,O
1822,might,MD,O
1822,be,VB,O
1822,present,NN,O
1822,in,IN,O
1822,Nepal,NN,B-GPE
1822,also,RB,O
1822,.,PUNCT,O
1823,What,WP,O
1823,is,VBZ,O
1823,concerning,VBG,O
1823,is,VBZ,O
1823,that,IN,O
1823,most,JJS,O
1823,of,IN,O
1823,the,DT,O
1823,symptoms,NNS,O
1823,of,IN,O
1823,the,DT,O
1823,Nipah,NN,B-DISEASE
1823,virus,NN,I-DISEASE
1823,are,VBP,O
1823,similar,JJ,O
1823,to,TO,O
1823,that,IN,O
1823,of,IN,O
1823,Covid-19,NN,B-DISEASE
1823,",",PUNCT,O
1823,but,CC,O
1823,in,IN,O
1823,case,NN,B-EVENT
1823,of,IN,O
1823,Nipah,NN,B-DISEASE
1823,infection,NN,I-DISEASE
1823,",",PUNCT,O
1823,the,DT,O
1823,condition,NN,O
1823,of,IN,O
1823,the,DT,O
1823,patients,NNS,O
1823,deteriorates,NNS,O
1823,quickly,RB,O
1823,.,PUNCT,O
1824,The,DT,O
1824,Epidemiology,NN,O
1824,and,CC,O
1824,Disease,NN,O
1824,Control,NN,O
1824,Division,NN,O
1824,has,VBZ,O
1824,directed,VBN,O
1824,health,NN,O
1824,facilities,NNS,O
1824,to,TO,O
1824,send,NN,O
1824,swab,NN,O
1824,samples,NNS,O
1824,of,IN,O
1824,the,DT,O
1824,people,NNS,O
1824,with,IN,O
1824,Covid,NN,O
1824,-,PUNCT,O
1824,like,IN,O
1824,symptoms,NNS,O
1824,if,IN,O
1824,their,PRP$,O
1824,health,NN,O
1824,conditions,NNS,O
1824,start,NN,O
1824,deteriorating,VBG,O
1824,suddenly,RB,O
1824,.,PUNCT,O
1825,The,DT,O
1825,Nipah,NN,B-DISEASE
1825,virus,NN,I-DISEASE
1825,was,VBD,O
1825,first,RB,O
1825,detected,VBN,O
1825,in,IN,O
1825,1999,NUM,B-DATE
1825,",",PUNCT,O
1825,after,IN,O
1825,farmers,NNS,O
1825,and,CC,O
1825,others,NNS,O
1825,who,WP,O
1825,came,VBD,O
1825,in,IN,O
1825,close,RB,O
1825,contact,NN,O
1825,with,IN,O
1825,infected,VBN,O
1825,pigs,NNS,O
1825,in,IN,O
1825,Malaysia,NN,B-NATION
1825,and,CC,O
1825,Singapore,NNP,B-NATION
1825,developed,NN,O
1825,severe,JJ,O
1825,respiratory,NN,O
1825,problems,NNS,O
1825,and,CC,O
1825,inflammation,NN,O
1825,in,IN,O
1825,the,DT,O
1825,brain,NN,O
